STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08,WT09,WT13,WT14,WT16,WT17,WT18,WT22
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/30/2013 12:00:00 AM,8.72,,,0.02,0,0,49,59,42,220,220,21,29.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/31/2013 12:00:00 AM,4.92,,,0.01,0,0,54,58,51,210,210,14.1,18.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/01/2013 12:00:00 AM,3.13,,,0.05,0,0,57,64,53,160,160,12.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/02/2013 12:00:00 AM,17.67,,,0.5,0,0,55,58,47,220,210,42.9,59.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/03/2013 12:00:00 AM,5.37,,,0.02,0,0,48,54,40,10,220,14.1,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/04/2013 12:00:00 AM,3.58,,,0,0,0,46,51,39,110,120,12.1,15,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/05/2013 12:00:00 AM,6.93,,,0.1,0,0,49,56,45,200,200,21,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/06/2013 12:00:00 AM,3.8,,,0.15,0,0,50,55,46,140,140,13,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/07/2013 12:00:00 AM,16.11,,,1.18,0,0,51,52,50,200,190,28,36.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/08/2013 12:00:00 AM,9.17,,,0,0,0,51,56,45,220,220,23,29.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/09/2013 12:00:00 AM,3.13,,,0.07,0,0,48,52,41,360,360,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/10/2013 12:00:00 AM,9.84,,,0,0,0,49,52,47,360,10,15,18.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/11/2013 12:00:00 AM,5.82,,,0,0,0,49,61,43,120,130,16.1,21.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/12/2013 12:00:00 AM,4.92,,,0.16,0,0,53,60,48,210,230,15,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/13/2013 12:00:00 AM,8.5,,,0,0,0,54,57,51,220,220,16.1,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/14/2013 12:00:00 AM,2.46,,,0.05,0,0,51,52,43,210,210,8.1,8.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/15/2013 12:00:00 AM,13.42,,,0.12,0,0,47,51,45,180,170,28,38,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/16/2013 12:00:00 AM,10.29,,,0,0,0,47,50,41,210,230,23,31.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/17/2013 12:00:00 AM,12.08,,,0.21,0,0,48,53,45,200,200,21.9,29.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/18/2013 12:00:00 AM,8.72,,,1.03,0,0,51,55,49,160,180,19.9,23,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/19/2013 12:00:00 AM,11.41,,,0.04,0,0,50,56,40,360,210,21,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/20/2013 12:00:00 AM,9.62,,,0,0,0,42,46,35,10,360,18.1,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/21/2013 12:00:00 AM,8.05,,,0,0,0,38,46,31,30,30,16.1,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/22/2013 12:00:00 AM,10.29,,,0,0,0,38,49,32,10,30,16.1,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/23/2013 12:00:00 AM,5.82,,,0,0,0,41,52,34,20,310,12.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/24/2013 12:00:00 AM,2.01,,,0,0,0,42,53,33,20,40,8.1,10.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/25/2013 12:00:00 AM,1.12,,,0,0,0,43,54,36,160,110,6,6,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/26/2013 12:00:00 AM,2.24,,,0,0,0,44,54,37,130,130,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/27/2013 12:00:00 AM,2.91,,,0,0,0,50,58,42,30,360,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/28/2013 12:00:00 AM,1.57,,,0,0,0,45,53,38,120,190,8.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/29/2013 12:00:00 AM,4.7,,,0.02,0,0,46,49,41,140,130,10.1,12.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/30/2013 12:00:00 AM,8.72,,,0.09,0,0,49,52,45,220,220,17,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/01/2013 12:00:00 AM,19.69,,,0.12,0,0,53,56,46,220,210,30,40.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/02/2013 12:00:00 AM,7.83,,,0.18,0,0,45,46,35,220,230,25.1,32,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/03/2013 12:00:00 AM,12.53,,,0,0,0,38,41,31,20,10,25.1,29.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/04/2013 12:00:00 AM,3.58,,,0,0,0,34,40,28,120,30,8.1,10.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/05/2013 12:00:00 AM,5.82,,,0,0,0,31,34,23,110,100,13,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/06/2013 12:00:00 AM,10.51,,,0,0,0,31,34,24,40,60,19.9,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/07/2013 12:00:00 AM,6.93,,,0,0,0,26,32,19,350,360,12.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/08/2013 12:00:00 AM,4.92,,,0,0,0,26,36,20,10,130,8.9,10.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/09/2013 12:00:00 AM,2.91,,,0,0,0,29,34,23,140,140,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/10/2013 12:00:00 AM,3.36,,,0,0,0,35,42,33,160,160,8.1,10.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/11/2013 12:00:00 AM,1.79,,,0,0,0,37,41,29,130,100,6.9,8.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/12/2013 12:00:00 AM,5.14,,,0.27,0,0,38,42,31,180,190,14.1,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/13/2013 12:00:00 AM,6.49,,,0.02,0,0,44,49,42,120,200,13,16.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/14/2013 12:00:00 AM,8.28,,,0,0,0,46,49,43,210,220,18.1,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/15/2013 12:00:00 AM,8.72,,,0.05,0,0,49,53,47,210,210,17,21.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/16/2013 12:00:00 AM,2.24,,,0.01,0,0,48,50,40,140,30,6.9,8.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/17/2013 12:00:00 AM,6.04,,,0,0,0,42,47,40,220,240,17,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/18/2013 12:00:00 AM,6.26,,,0.05,0,0,45,46,36,20,10,16.1,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/19/2013 12:00:00 AM,4.7,,,0,0,0,38,41,32,330,330,15,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/20/2013 12:00:00 AM,8.28,,,0.22,1.1,0,36,47,33,210,210,29.1,36.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/21/2013 12:00:00 AM,5.14,,,0.22,0,0,44,48,42,200,200,13,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/22/2013 12:00:00 AM,8.95,,,0.42,0,0,48,51,47,190,220,16.1,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/23/2013 12:00:00 AM,13.2,,,0.06,0,0,51,53,43,230,200,29.1,38,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/24/2013 12:00:00 AM,3.8,,,0,0,0,44,47,37,20,40,8.9,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/25/2013 12:00:00 AM,1.79,,,0,0,0,39,44,35,150,150,8.1,8.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/26/2013 12:00:00 AM,1.12,,,0,0,0,39,44,33,150,150,8.1,8.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/27/2013 12:00:00 AM,4.7,,,0.01,0,0,38,48,32,210,200,23,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/28/2013 12:00:00 AM,2.91,,,0,0,0,45,49,38,30,30,6.9,8.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/29/2013 12:00:00 AM,2.46,,,0,0,0,40,45,35,150,130,6.9,10.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/30/2013 12:00:00 AM,5.82,,,0.01,0,0,42,48,40,100,90,21.9,25.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/31/2013 12:00:00 AM,3.8,,,0.02,0,0,46,47,41,180,170,12.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/01/2014 12:00:00 AM,2.68,,,0,0,0,42,45,38,340,310,8.1,8.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/02/2014 12:00:00 AM,7.16,,,0.16,0,0,45,51,43,190,200,21,25.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/03/2014 12:00:00 AM,5.82,,,0.06,0,0,45,48,37,30,50,14.1,16.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/04/2014 12:00:00 AM,6.04,,,0,0,0,41,46,33,40,40,10.1,13,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/05/2014 12:00:00 AM,8.28,,,0,0,0,37,47,31,10,10,15,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/06/2014 12:00:00 AM,5.82,,,0.01,0,0,38,46,31,210,210,25.1,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/07/2014 12:00:00 AM,3.58,,,0.48,0,0,44,47,41,160,150,10.1,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/08/2014 12:00:00 AM,10.29,,,0.38,0,0,47,50,45,180,180,23.9,32,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/09/2014 12:00:00 AM,14.09,,,0.23,0,0,46,49,42,210,230,32,40.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/10/2014 12:00:00 AM,15.66,,,0.17,0,0,47,55,47,200,200,30,40.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/11/2014 12:00:00 AM,19.69,,,0.84,0,0,49,58,45,210,200,40.9,55.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/12/2014 12:00:00 AM,18.12,,,0.06,0,0,46,52,42,200,210,30,38.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/13/2014 12:00:00 AM,15.88,,,0,0,0,51,51,50,200,210,33.1,45,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/14/2014 12:00:00 AM,2.91,,,0,0,0,50,52,45,180,180,13,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/15/2014 12:00:00 AM,5.59,,,0,0,0,47,52,42,20,10,13,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/16/2014 12:00:00 AM,6.04,,,0,0,0,43,44,40,30,30,14.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/17/2014 12:00:00 AM,5.14,,,0,0,0,40,42,37,30,10,10.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/18/2014 12:00:00 AM,4.92,,,0,0,0,39,49,33,120,120,14.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/19/2014 12:00:00 AM,5.59,,,0,0,0,41,43,38,30,,8.9,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/20/2014 12:00:00 AM,4.92,,,0,0,0,41,50,37,20,10,12.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/21/2014 12:00:00 AM,3.36,,,0,0,0,40,50,35,240,240,16.1,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/22/2014 12:00:00 AM,5.82,,,0.02,0,0,46,49,42,40,40,16.1,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/23/2014 12:00:00 AM,11.63,,,0,0,0,44,50,37,20,20,23,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/24/2014 12:00:00 AM,4.25,,,0,0,0,42,55,34,10,10,10.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/25/2014 12:00:00 AM,1.79,,,0,0,0,42,54,34,110,120,10.1,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/26/2014 12:00:00 AM,2.91,,,0,0,0,42,47,33,270,270,8.1,8.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/27/2014 12:00:00 AM,2.91,,,0,0,0,39,49,35,130,130,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/28/2014 12:00:00 AM,3.58,,,0.35,0,0,45,52,43,40,40,8.9,12.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/29/2014 12:00:00 AM,7.61,,,0.85,0,0,48,52,45,210,200,19.9,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/30/2014 12:00:00 AM,14.32,,,0,0,0,46,47,43,210,210,23,31.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/31/2014 12:00:00 AM,5.82,,,0.09,0,0,44,46,42,200,200,15,18.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/01/2014 12:00:00 AM,1.79,,,0.08,0,0,43,46,37,30,280,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/02/2014 12:00:00 AM,5.59,,,0,0,0,40,48,34,330,350,16.1,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/03/2014 12:00:00 AM,9.62,,,0,0,0,39,41,32,350,340,21.9,29.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/04/2014 12:00:00 AM,10.51,,,0,0,0,34,37,28,80,90,19.9,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/05/2014 12:00:00 AM,14.76,,,0,0,0,29,31,22,80,180,23,38.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/06/2014 12:00:00 AM,10.07,,,0,0,0,24,29,21,70,80,18.1,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/07/2014 12:00:00 AM,9.4,,,0,0,0,28,38,23,10,10,21.9,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/08/2014 12:00:00 AM,10.29,,,0.2,2.9,0,34,42,31,110,110,25.9,33.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/09/2014 12:00:00 AM,5.37,,,0.02,0,3.1,34,39,32,150,150,13,15,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/10/2014 12:00:00 AM,10.51,,,0.72,0,0,40,50,36,210,200,23,30,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/11/2014 12:00:00 AM,8.5,,,0.67,0,0,48,54,42,160,160,21,23.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/12/2014 12:00:00 AM,14.32,,,0.18,0,0,50,54,45,220,210,35.1,49,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/13/2014 12:00:00 AM,14.09,,,0.07,0,0,50,55,46,220,220,28,38.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/14/2014 12:00:00 AM,14.32,,,0.37,0,0,49,53,43,200,220,25.1,31.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/15/2014 12:00:00 AM,11.41,,,0.46,0,0,45,52,41,210,220,36,52.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/16/2014 12:00:00 AM,17.67,,,1.04,0,0,44,49,39,230,220,29.1,40.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/17/2014 12:00:00 AM,12.3,,,0.57,0,0,44,47,40,220,220,23,30,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/18/2014 12:00:00 AM,13.87,,,0.6,0,0,44,48,41,220,220,32,40.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/19/2014 12:00:00 AM,13.42,,,0.04,0,0,43,47,39,210,210,21,28,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/20/2014 12:00:00 AM,15.43,,,0.12,0,0,45,50,42,220,210,30,38,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/21/2014 12:00:00 AM,6.49,,,0.11,0,0,43,44,39,240,230,15,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/22/2014 12:00:00 AM,6.93,,,0.1,0,0,40,42,37,160,130,13,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/23/2014 12:00:00 AM,5.82,,,0.24,0,0,42,45,39,170,180,13,15,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/24/2014 12:00:00 AM,7.16,,,0.51,0,0,41,44,38,10,10,12.1,14.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/25/2014 12:00:00 AM,10.07,,,0.01,0,0,44,54,39,10,80,16.1,18.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/26/2014 12:00:00 AM,5.59,,,0,0,0,48,57,42,30,90,12.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/27/2014 12:00:00 AM,5.14,,,0,0,0,48,55,40,10,10,14.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,02/28/2014 12:00:00 AM,13.2,,,0,0,0,49,58,40,20,10,23.9,30,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,03/01/2014 12:00:00 AM,10.51,,,0.02,0,0,45,45,40,110,120,17,21,,,,,,,,,,,,,
